DoW,Mon,Hour,Detected,Real
Friday,10,2,4,65
Wednesday,10,0,3,8
Friday,10,0,1,6
Thursday,10,1,6,88
Sunday,10,1,3,42
Wednesday,10,2,1,15
Friday,10,1,5,164
Thursday,10,1,1,58
Wednesday,10,0,1,8
Saturday,10,0,1,3
Monday,10,0,3,6
Friday,10,0,15,87
Thursday,10,1,1,67
Saturday,10,1,2,51
Friday,10,1,15,146
Saturday,10,0,1,9
Friday,10,2,2,35
Saturday,10,1,4,61
Wednesday,10,1,2,75
Thursday,10,0,23,92
Monday,10,0,3,4
Saturday,10,1,1,75
Thursday,10,0,1,9
Tuesday,10,1,6,63
Friday,10,0,1,5
Saturday,10,0,1,65
Saturday,10,0,3,17
Tuesday,10,1,8,79
Tuesday,10,1,1,75
Friday,10,0,1,14
Wednesday,10,0,6,98
Tuesday,10,0,9,24
Tuesday,10,1,11,75
Monday,10,2,1,20
Sunday,10,1,5,158
Sunday,10,2,2,81
Saturday,10,1,3,99
Wednesday,10,1,6,90
Saturday,10,0,1,7
Saturday,10,1,2,49
Thursday,10,0,1,103
Saturday,10,1,4,61
Saturday,10,0,6,49
Monday,10,1,4,65
Thursday,10,0,3,69
Tuesday,10,2,2,12
Tuesday,10,0,1,3
Saturday,10,1,5,145
Tuesday,10,1,5,66
Sunday,10,0,3,11
Monday,10,1,15,246
