"";"idSensor";"Fecha";"Total"
"539";"1011";2015-10-19 06:30:00;36,75
"540";"1011";2015-10-28 06:30:00;73,5
"541";"1011";2015-10-09 06:30:00;73,5
"542";"1011";2015-10-14 06:30:00;73,5
"543";"1011";2015-10-26 06:30:00;49
"544";"1011";2015-10-24 06:30:00;24,5
"545";"1011";2015-10-31 06:30:00;49
"546";"1011";2015-10-10 06:30:00;49
"547";"1011";2015-10-21 06:30:00;24,5
"548";"1011";2015-10-27 06:30:00;61,25
"549";"1011";2015-10-29 06:30:00;85,75
"550";"1011";2015-10-16 06:30:00;73,5
"551";"1011";2015-10-23 06:30:00;36,75
"552";"1011";2015-10-30 06:30:00;98
"553";"1011";2015-10-13 06:45:00;62,5714285714286
"554";"1011";2015-10-08 06:45:00;52,1428571428571
"555";"1011";2015-10-17 06:45:00;41,7142857142857
"556";"1011";2015-10-28 06:45:00;73
"557";"1011";2015-10-16 06:45:00;93,8571428571429
"558";"1011";2015-10-25 06:45:00;31,2857142857143
"559";"1011";2015-10-09 06:45:00;114,714285714286
"560";"1011";2015-10-31 06:45:00;31,2857142857143
"561";"1011";2015-10-12 06:45:00;20,8571428571429
"562";"1011";2015-10-20 06:45:00;10,4285714285714
"563";"1011";2015-10-24 06:45:00;10,4285714285714
"564";"1011";2015-10-21 06:45:00;41,7142857142857
"565";"1011";2015-10-29 06:45:00;83,4285714285714
"566";"1011";2015-10-23 06:45:00;52,1428571428571
"567";"1011";2015-10-10 06:45:00;20,8571428571429
"568";"1011";2015-10-27 06:45:00;83,4285714285714
"569";"1011";2015-10-26 06:45:00;31,2857142857143
"570";"1011";2015-10-15 06:45:00;104,285714285714
"571";"1011";2015-10-14 06:45:00;125,142857142857
"572";"1011";2015-10-11 06:45:00;20,8571428571429
"573";"1011";2015-10-19 06:45:00;52,1428571428571
"574";"1011";2015-10-30 06:45:00;93,8571428571429
"575";"1011";2015-10-22 06:45:00;125,142857142857
"576";"1011";2015-10-13 07:00:00;164,233333333333
"577";"1011";2015-10-21 07:00:00;50,5333333333333
"578";"1011";2015-10-08 07:00:00;88,4333333333333
"579";"1011";2015-10-30 07:00:00;75,8
"580";"1011";2015-10-20 07:00:00;151,6
"581";"1011";2015-10-17 07:00:00;25,2666666666667
"582";"1011";2015-10-28 07:00:00;113,7
"583";"1011";2015-10-31 07:00:00;25,2666666666667
"584";"1011";2015-10-09 07:00:00;113,7
"585";"1011";2015-10-14 07:00:00;88,4333333333333
"586";"1011";2015-10-16 07:00:00;63,1666666666667
