5
#n time_relat_102	time_relat_112	time_relat_122	time_relat_132	time_relat_142
0	0.063829787	0	0.011702128	0.924468085
0	0.558954119	0	0.05673409	0.384311791
0	1	0	0	0
0.279274611	0.701036269	0.019689119	0	0
0	0.438433971	0.561566029	0	0
0	0	0	0.360153257	0.639846743
0.121065375	0	0	0.658595642	0.220338983
0	0.727715164	0.241547131	0.030737705	0
0.284281775	0.595136626	0	0	0.120581599
0	0.891829095	0.068800826	0	0.039370079
0.008254647	0.431082606	0.272047034	0.160282677	0.128333036
0	0	0	1	0
0	0	0	0.537383178	0.462616822
0	0.391483152	0.002520562	0.008224993	0.597771292
0	1	0	0	0
1	0	0	0	0
0	0.994285714	0	0.005714286	0
0	0	0	1	0
0	0	0.274311927	0	0.725688073
0	0	0	0.518855657	0.481144343
0	1	0	0	0
0	0.99301676	0.00698324	0	0
0.001989578	0.391094268	0	0.018190431	0.588725722
0.041221374	0.500763359	0.221374046	0	0.236641221
0.225362189	0.473797174	0	0.093185477	0.20765516
0.071803582	0.834311303	0.002007412	0	0.091877702
0	1	0	0	0
0	0	0	1	0
0.001318295	0.348908745	0.586641277	0.019334993	0.04379669
0.311529027	0.174775143	0.503270646	0.0079722	0.002452984
0.067114094	0.711409396	0.043624161	0.105704698	0.072147651
0.290097205	0.709902795	0	0	0
0.859307219	0.065781806	0	0.002395597	0.072515377
0	0	0	1	0
0	0.995242002	0	0.004757998	0
0.143895349	0.576762355	0.016715116	0.01262718	0.25
1	0	0	0	0
0	0	0	0.634920635	0.365079365
0	0	0	0	1
0	1	0	0	0
0	0.002950433	0	0.994099135	0.002950433
1	0	0	0	0
0.500781861	0.268178264	0	0	0.231039875
0.049438202	0.776779026	0.112359551	0.055805243	0.005617978
0.461683122	0.378232252	0.114480489	0.010813352	0.034790785
0	0	0	1	0
0.992623329	0	0	0	0.007376671
1	0	0	0	0
0.063837012	0.726655348	0.089303905	0	0.120203735
0	0.728665456	0.271334544	0	0
1	0	0	0	0
0.076348503	0.034146081	0.000871436	0.438954988	0.449678991
0.032204331	0.818434203	0.094392004	0.041643531	0.01332593
0.079811704	0.442601904	0.048785707	0.016796833	0.412003852
1	0	0	0	0
0.171926727	0.02648422	0	0.282277643	0.51931141
0	0.279786891	0.701162415	0.019050694	0
0	1	0	0	0
0	0.018934612	0	0.487755617	0.49330977
0	0.191033739	0	0.380989062	0.427977199
1	0	0	0	0
0.081465282	0.889557135	0	0.014488792	0.014488792
0	0	0	0	1
1	0	0	0	0
0	0	0	1	0
0.010930576	0.543338257	0.413707533	0.015243722	0.016779911
0	0.891922639	0.108077361	0	0
0	0	0	1	0
0	0	0	1	0
0.11749634	0	0	0.811127379	0.071376281
0	0	0	0	1
0.103375196	0.513343799	0.326059655	0.000941915	0.056279435
0	0	0	1	0
0.02238806	0.741044776	0	0.079104478	0.157462687
0.54373779	0.137833731	0.02626438	0.052094639	0.24006946
0.008222933	0.221562357	0.768615806	0	0.001598904
1	0	0	0	0
0	0	0	0.658102767	0.341897233
0	0.517461048	0.482538952	0	0
0	1	0	0	0
0.735698769	0.169442433	0	0	0.094858798
0.115275038	0.227043612	0.122945431	0.026298488	0.508437432
0	0.507261969	0	0.036578806	0.456159225
0.007379195	0.54463223	0.029278743	0.129969055	0.288740776
0	1	0	0	0
0	0	0	1	0
0	0.595741113	0.327800134	0.021629779	0.054828974
0.042383574	0.654450562	0.173721037	0.027242487	0.10220234
0	0.996423462	0.003576538	0	0
1	0	0	0	0
0	0	0	1	0
0	0	0	1	0
0.375621516	0.556275426	0.068103059	0	0
0.045620438	0.954379562	0	0	0
0.042693509	0.852655328	0	0.020826102	0.083825061
0	1	0	0	0
0	1	0	0	0
0	0.447368421	0	0.223684211	0.328947368
0	0	0	1	0
0.158469945	0	0	0	0.841530055
0	0	0	0.974546857	0.025453143
0.313139552	0.471526027	0	0.004078303	0.211256117
0	0.978825137	0	0.021174863	0
0.884976526	0	0	0.089984351	0.025039124
0	1	0	0	0
0.41368221	0.58631779	0	0	0
0	0	0	0.666666667	0.333333333
0.113176144	0.685436893	0	0.084327323	0.117059639
0.847682119	0	0	0	0.152317881
1	0	0	0	0
0.204027243	0.488895469	0.066923305	0.010068108	0.230085875
1	0	0	0	0
0.183032732	0.753841015	0	0.028724115	0.034402138
0.360924683	0.639075317	0	0	0
0	0	0	1	0
0	0.93840352	0	0	0.06159648
0.026734926	0.840475288	0.035520162	0.012577424	0.084692201
0.000468099	0.232223939	0	0.010719468	0.756588494
0	0.015466817	0.012654668	0	0.971878515
0.150553291	0.258808969	0.428727432	0.004295282	0.157615026
0	0.501509561	0	0.026165716	0.472324723
0	0.548460661	0.451539339	0	0
0	0.78032008	0.050887722	0.095773943	0.073018255
1	0	0	0	0
0.235824936	0.460670778	0	0.010527899	0.292976387
0.001834862	0.932110092	0.024464832	0.003669725	0.037920489
1	0	0	0	0
0.258037578	0.644676409	0.032985386	0.035908142	0.028392484
0.032115172	0.900332226	0.067552602	0	0
0.183098592	0.808853119	0	0.00804829	0
0.022310184	0.54947823	0.349766103	0.008276358	0.070169126
0.009854212	0.987446004	0	0	0.002699784
0	0.916053707	0	0.083012259	0.000934034
0.014246779	0.005698712	0.009910803	0.085852329	0.884291378
0.010442924	0.989557076	0	0	0
0	0	0	0.800461361	0.199538639
0.336687703	0.001364489	0	0.300017056	0.361930752
0.005376826	0.846670849	0.0123667	0.108701497	0.026884129
0.388888889	0	0	0.284722222	0.326388889
1	0	0	0	0
0	1	0	0	0
0.017452007	0.509598604	0.472949389	0	0
1	0	0	0	0
0.029641186	0.859098	0.026946532	0.008438519	0.075875762
0.056436567	0.927705224	0	0	0.015858209
0.813029148	0	0	0	0.186970852
0	0.931356062	0	0.035162819	0.033481119
0.307523097	0.469511659	0.062384514	0.00791905	0.152661681
1	0	0	0	0
0.004346681	0.995653319	0	0	0
0	0.550143266	0.444126074	0	0.005730659
0.203234501	0.079245283	0	0	0.717520216
0.917145987	0.019994522	0	0	0.062859491
0.075042713	0.609804179	0.098698909	0	0.216454199
1	0	0	0	0
0	0.585657998	0.147754137	0.016312057	0.250275808
0	0.670416198	0.084645669	0.088582677	0.156355456
0	0.847492748	0	0.131786158	0.020721094
0.137897311	0.483031785	0.056430318	0.03207824	0.290562347
0.160100587	0.044425817	0	0.122380553	0.673093043
0.674289674	0.057865558	0	0	0.267844768
0	0	0	0.79704797	0.20295203
0.145491803	0.854508197	0	0	0
0	1	0	0	0
0	1	0	0	0
1	0	0	0	0
0.02244898	0.060884354	0	0.132993197	0.783673469
0.072410407	0.658075601	0	0.086892489	0.182621502
0	0	0	1	0
1	0	0	0	0
0.193679599	0.622653317	0.039737171	0.101376721	0.042553191
1	0	0	0	0
0	0	0.80904059	0	0.19095941
0.209056284	0.790943716	0	0	0
0.00588565	0.268217489	0.643497758	0	0.082399103
0	0	0	1	0
0.050863391	0.440651131	0.016030874	0.231210727	0.261243877
0	0	0	0.664110685	0.335889315
0	0.956521739	0	0	0.043478261
1	0	0	0	0
0	0.433121019	0	0	0.566878981
0	0	0	0	1
0	1	0	0	0
0.044027193	0.851408223	0	0.047264487	0.057300097
0	0	0	0.733133433	0.266866567
0.006795265	0.658921526	0	0.200569925	0.133713284
1	0	0	0	0
0.326819234	0.383903317	0.107996914	0.025713551	0.155566984
1	0	0	0	0
0	0.989130435	0	0	0.010869565
0	0.586539959	0.402087553	0	0.011372488
0	0.614468085	0.385531915	0	0
0	0	0	0.5	0.5
0	0.632482394	0.036091549	0.016578638	0.314847418
0	0.296703297	0	0.098901099	0.604395604
0	0	0	1	0
0.1005432	0.744081172	0.059854463	0.02767244	0.067848724
0.317525773	0.67766323	0	0.004810997	0
1	0	0	0	0
0	0.49943757	0	0.07367829	0.426884139
0.004611897	0.004299226	0.005393575	0.52431017	0.461385132
1	0	0	0	0
0	0	0	1	0
0.155030801	0	0	0.155030801	0.689938398
0.213747954	0.149590835	0	0.294271686	0.342389525
0.324731183	0	0	0.009487666	0.665781151
0.035348447	0.533165407	0.020906801	0.056759026	0.353820319
1	0	0	0	0
0.852422907	0.147577093	0	0	0
0	0	1	0	0
0	0	0	1	0
0	0	0	0.955357143	0.044642857
1	0	0	0	0
0	1	0	0	0
0	0.036018337	0.963981663	0	0
0.000907956	0.587787992	0	0.01464079	0.396663262
0.058743909	0.702761234	0.238494857	0	0
0	1	0	0	0
0.465311533	0.414935926	0.115333628	0	0.004418913
0.458291457	0.092462312	0.189662599	0.078248385	0.181335248
1	0	0	0	0
0	1	0	0	0
0	0	0	0	1
0.004437401	0.817591125	0.103803487	0.033755943	0.040412044
0	0.600555749	0.399444251	0	0
0	0	0.930332922	0.03945746	0.030209618
0	0	0.682580645	0	0.317419355
0	0.044628808	0.672149907	0	0.283221285
0.071161609	0.919868441	0	0.004484975	0.004484975
0.080527638	0.436934673	0	0.128643216	0.353894472
0	0.117043121	0.246406571	0.390143737	0.246406571
0.087835798	0.83330818	0.029052219	0.038484757	0.011319046
0	0.682228916	0.317771084	0	0
0	0.381900968	0.142287991	0.174160501	0.301650541
0.068864303	0.788891398	0.1305035	0.011515015	0.000225785
0.026154089	0.868756893	0.105089018	0	0
0	0.87603111	0.070233325	0.009977217	0.043758347
0	0	0	0.944444444	0.055555556
0.72094055	0.27905945	0	0	0
0	0	0	0.801994302	0.198005698
0.265494584	0.489344699	0.001331913	0	0.243828805
0	0.607489417	0.392510583	0	0
0	0.960689194	0	0.003345601	0.035965206
0	0.712961055	0.287038945	0	0
0.172959805	0.71680877	0.046285018	0.06090134	0.003045067
0	0.509018036	0	0.164328657	0.326653307
0	0.842326464	0.061144252	0	0.096529284
0	1	0	0	0
0.010586492	0.979991531	0	0.009421978	0
0	0	0	1	0
0	1	0	0	0
0.003984064	0.647410359	0	0	0.348605578
0.255461363	0.529833714	0.039126182	0.039126182	0.13645256
0	0	0	0.510729614	0.489270386
0	0.393431328	0.464859899	0.003445108	0.138263666
0	0	1	0	0
0	0	0	1	0
0.508426966	0.348746759	0	0.110414866	0.032411409
0	0	0	1	0
0	0	0	0	1
0	0	0	1	0
0	0	0	1	0
0	1	0	0	0
0.552956465	0.253898635	0.160493827	0.022904483	0.009746589
0	0	0	1	0
0	1	0	0	0
0	0.874545455	0	0.125454545	0
0	0	0	0.971760797	0.028239203
0	0	0	1	0
0	0	0	1	0
1	0	0	0	0
0	1	0	0	0
0.005502063	0.295735901	0.299403943	0.063273728	0.336084365
0.027936963	0	0	0.669770774	0.302292264
0.058325494	0.354656632	0.015522107	0.188146754	0.383349012
0.000165207	0.768874938	0.164216091	0.029406906	0.037336858
0	0.530952381	0.469047619	0	0
0	0	0	1	0
0	0.588726514	0	0.033850283	0.377423203
0	0.232183908	0.676245211	0.091570881	0
0	0	0	1	0
0	1	0	0	0
1	0	0	0	0
0.11658581	0.770315343	0.000151607	0.018647665	0.094299576
0	0.888349515	0	0	0.111650485
0.07857589	0.377638976	0.326296065	0.083947533	0.133541537
0.025261932	0.94749709	0.027240978	0	0
0.402104033	0.40818235	0.189713618	0	0
0.985257985	0.014742015	0	0	0
0.098011805	0.76063995	0.022367195	0.03510407	0.08387698
1	0	0	0	0
0.024318573	0.862194751	0	0.086229608	0.027257068
1	0	0	0	0
0.646769433	0.267956707	0	0.068547065	0.016726796
0	0	0	1	0
0	0.985747126	0	0.014252874	0
0	0	0	0.110701107	0.889298893
0	1	0	0	0
0	0	0.458891013	0	0.541108987
0.017466307	0.834824798	0.001293801	0.04754717	0.098867925
0	0	0	0	1
0	0.91151582	0	0.072295806	0.016188374
0.037804076	0.432117028	0.258766163	0.069471839	0.201840894
0	0.987531172	0.012468828	0	0
0	0.072289157	0	0	0.927710843
0	1	0	0	0
0.173913043	0.02826087	0	0.502173913	0.295652174
0.042652918	0.956878369	0.000468713	0	0
0	0.812030075	0.187969925	0	0
0.017349575	0.330380214	0.556293835	0.095976375	0
0	0	1	0	0
0.257190433	0.360884045	0.220102937	0.040266424	0.121556161
0	0.559240016	0.427618174	0.006570905	0.006570905
0.955252918	0	0.005836576	0.010700389	0.028210117
0	0.910041841	0	0.048117155	0.041841004
0	0.671085465	0.209606987	0.057080474	0.062227074
0.311988616	0.600853789	0.087157595	0	0
0	0.341660632	0.555756698	0.035722906	0.066859763
0.946257198	0	0	0	0.053742802
0	0.818979933	0.001672241	0.109531773	0.069816054
0.048553212	0.018473108	0.007356547	0.169527546	0.756089586
0	0.936984418	0	0.006339749	0.056675833
0	0	0	0.714285714	0.285714286
0	1	0	0	0
0	0.891304348	0.108695652	0	0
0	0.770046669	0	0.076792533	0.153160798
0.260869565	0.188405797	0	0.550724638	0
0.029052137	0.455345789	0.124914409	0.072287978	0.318399687
1	0	0	0	0
0.40941222	0.243923695	0.014525031	0.031761402	0.300377651
0	0	0	0.5	0.5
0	0	0	1	0
0.055799373	0.911128527	0.020532915	0.012539185	0
0.037627862	0.381636629	0.233560643	0.097905504	0.249269362
0.859388732	0.04784689	0.092764378	0	0
0.009851226	0.055287495	0.934861279	0	0
0.027419355	0.899193548	0.009677419	0	0.063709677
0.241075568	0.110570236	0	0.176634214	0.471719981
0	0	0	1	0
0	1	0	0	0
0.006449479	0.669918968	0.263767157	0	0.059864396
0	0	0	0.75	0.25
0.178357337	0.524562086	0.287271312	0.003269755	0.00653951
0.130268199	0.049808429	0	0.130268199	0.689655172
0	0	0	1	0
0	1	0	0	0
1	0	0	0	0
1	0	0	0	0
0.087513879	0.894014333	0	0.017866155	0.000605632
1	0	0	0	0
0	0.132276281	0.788662033	0	0.079061685
1	0	0	0	0
0	1	0	0	0
0	0	0	0.362153735	0.637846265
0.030864198	0	0	0.969135802	0
0	0.94922426	0	0	0.05077574
0.055141926	0.824336901	0.027919963	0.027919963	0.064681247
0	0	0	0.161118509	0.838881491
0	1	0	0	0
0	0	0	0.5	0.5
0.016666667	0.437777778	0.545555556	0	0
0.158776758	0.220917431	0.139327217	0.006238532	0.474740061
0	0	0	0	1
0	0.979420732	0	0.016387195	0.004192073
0	0	0	0.834532374	0.165467626
0	0	0	1	0
0.026949541	0	0.919151376	0	0.053899083
0	0.546639511	0.147046843	0.005906314	0.300407332
0	0.411815896	0	0.041481338	0.546702765
0.513986014	0.486013986	0	0	0
0	0	0	0.960092095	0.039907905
0	0	0	1	0
0.041962775	0.865989848	0	0	0.092047377
0	0.653721683	0	0.190938511	0.155339806
0.796610169	0.203389831	0	0	0
0	0	0	1	0
0	0	0	0.926645092	0.073354908
0	0	0	0.889786921	0.110213079
0.240740741	0	0	0	0.759259259
1	0	0	0	0
0	0.98151751	0	0.01848249	0
0	0	0	0.503685504	0.496314496
0.276703967	0.709562564	0	0	0.013733469
0	0.00729927	0.416058394	0	0.576642336
0	0.83641791	0.088059701	0	0.075522388
1	0	0	0	0
0	0.227912009	0.115759106	0	0.656328886
0	0.991887676	0	0	0.008112324
1	0	0	0	0
1	0	0	0	0
0	1	0	0	0
0	0.980218855	0	0	0.019781145
1	0	0	0	0
0	1	0	0	0
0.027728086	0	0	0.668157424	0.30411449
0	0.637681159	0.260869565	0.101449275	0
0.107054761	0.195362605	0.137641835	0	0.559940799
0	0.987432675	0.012567325	0	0
0	0	0	1	0
0.420139901	0.51384436	0	0	0.066015739
0.0541771	0.764170271	0.17983155	0	0.001821079
0.110979929	0	0	0.737012987	0.152007084
0.012551291	0.977793869	0.001689597	0	0.007965243
0.080663231	0.701546045	0	0	0.217790724
0.336297494	0.022635408	0	0	0.641067098
0	0	0	1	0
0	0.498521335	0.423743135	0.038867765	0.038867765
0	0	0	0.983425414	0.016574586
0.055655296	0.556552962	0	0	0.387791741
0.205985915	0.573943662	0	0	0.220070423
0	0.662631008	0.33068305	0.003433321	0.00325262
0.020508326	0.916389132	0	0.042243646	0.020858896
0	0.385681293	0.515341471	0.015176509	0.083800726
0	0.64354067	0.286283892	0	0.070175439
0.085127202	0.407371168	0	0.071428571	0.436073059
0.017364076	0.251636778	0.121975519	0.029035013	0.579988614
0.190292333	0.410093767	0.204633205	0.039713183	0.155267512
0.018135979	0.554977228	0.348324658	0.022283669	0.056278465
0	0.953129549	0.046870451	0	0
0.101180891	0.692028986	0.036366076	0.092190016	0.078234031
0.161799261	0.355152736	0.346760658	0.01611279	0.120174555
0	0.806122449	0	0	0.193877551
0	0.49047283	0.50952717	0	0
0.188555347	0.622185741	0	0.189258912	0
0	1	0	0	0
0.003709949	0.994491287	0.001798763	0	0
0.212501892	0.599818374	0.086272136	0.039957621	0.061449977
1	0	0	0	0
0	1	0	0	0
0.329291045	0.532441957	0.075248756	0.063018242	0
0.021327014	0	0	0.022511848	0.956161137
0	0	0	1	0
0	0.775587149	0.018851622	0.044458409	0.16110282
0	0	0	0.753064799	0.246935201
0.059936909	0	0	0.524185068	0.415878023
0.013484661	0.013484661	0	0.053938645	0.919092033
0	0	0	1	0
0	0.112123974	0.21467639	0.000911577	0.672288058
0	0.040506329	0	0	0.959493671
0	1	0	0	0
0	0.056824361	0.678085916	0.011963023	0.253126699
0	0	0	1	0
0	0.469316189	0.521917008	0.008766803	0
0.247635064	0.196762666	0.349379861	0.013243641	0.192978768
1	0	0	0	0
0	0	0	0	1
0.713612565	0	0	0.042146597	0.244240838
0	0.866660891	0.133339109	0	0
0.000562905	0.17421897	0	0.395159021	0.430059105
0	0.400837696	0.599162304	0	0
0	0.837209302	0	0	0.162790698
0.519345706	0.206983328	0.273670966	0	0
0	0.788532676	0	0	0.211467324
0	0.965628357	0.034371643	0	0
0.197265482	0.750237625	0	0.015354244	0.037142648
0.040406842	0.76098012	0.156634304	0	0.041978733
0.024819796	0.573158951	0.382180278	0.007802631	0.012038344
0	0	0	1	0
0	0	0	1	0
0	0	0	0	1
0	0.65320197	0.083743842	0.126600985	0.136453202
0	0.764747546	0.228169584	0	0.00708287
1	0	0	0	0
0	1	0	0	0
0.000720202	0.381526828	0	0.19121354	0.426539431
1	0	0	0	0
0.002516427	0.018593597	0.895847896	0.022927443	0.060114637
0.067802729	0.919055527	0	0.004260235	0.008881508
0	0.542208876	0.20970971	0.021855189	0.226226226
0	1	0	0	0
0	0.99198425	0	0	0.00801575
0	0.467349975	0.532650025	0	0
0	0.519351935	0.480648065	0	0
0.070730305	0.690243435	0.143569101	0.057312632	0.038144528
0	0.443956552	0	0.208227409	0.347816039
0.013354459	0.70314622	0.026256225	0.022974196	0.2342689
1	0	0	0	0
0	0.08306962	0.451542722	0.010878165	0.454509494
0	1	0	0	0
0.01205104	0.98794896	0	0	0
0.300715746	0.513803681	0.094989775	0.026482618	0.06400818
0.575757576	0	0	0.424242424	0
0.119529189	0.841845363	0.038625448	0	0
0	0	0	0.559171598	0.440828402
0	0	0	1	0
0	0.212392388	0	0.385704576	0.401903036
0	0.371106693	0.628893307	0	0
0.000189054	0.772095661	0.18224785	0	0.045467435
0	0.011976048	0	0.774251497	0.213772455
1	0	0	0	0
0	0	0	0.587606838	0.412393162
0	0	0	1	0
1	0	0	0	0
0	1	0	0	0
0.958333333	0	0	0	0.041666667
0	0.993340733	0.006659267	0	0
0.012993725	0.633444075	0.238242894	0.006718346	0.10860096
0.652453741	0.165728077	0.168409761	0.00670421	0.00670421
0	0	0	0	1
1	0	0	0	0
0.002724796	0.997275204	0	0	0
0	1	0	0	0
0.125659408	0.638847559	0.088732585	0.04558366	0.101176789
0	0.264572102	0.723045822	0.002274259	0.010107817
0.572020439	0.085347328	0.306449385	0	0.036182848
0	0.819989253	0	0.085437937	0.09457281
0	0	0	0.595348837	0.404651163
0	0.343167086	0.131763461	0.021034528	0.504034925
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
0.264090177	0.735909823	0	0	0
0	0.895047706	0.104952294	0	0
0.523295945	0.251509922	0.094477998	0	0.130716135
0	0	0	1	0
0.00390625	0.674316406	0	0	0.321777344
1	0	0	0	0
0	0.979351286	0	0.010324357	0.010324357
0.00508647	0.740674805	0.226093591	0.023397762	0.004747372
0	1	0	0	0
0.744247704	0.182369094	0.050658082	0.01136256	0.01136256
0.066194497	0.83519477	0	0.032961046	0.065649687
0	0.550155119	0	0.140641158	0.309203723
0	0	0	0.790190736	0.209809264
0.152298851	0.847701149	0	0	0
0.034951974	0.476520811	0	0.043489861	0.445037353
0	1	0	0	0
0.013172101	0.742064349	0.116173613	0.043942993	0.084646945
0	0.782014713	0	0.066956913	0.151028374
0	0	0	1	0
1	0	0	0	0
0	1	0	0	0
0	0.339208854	0	0.096741135	0.56405001
0	0.474682902	0.480771182	0.023744292	0.020801624
0	0	0	1	0
0	0	0	1	0
0.00119403	0.240895522	0	0.19641791	0.561492537
0.490002984	0.39659803	0	0	0.113398985
0	0	0	1	0
0	1	0	0	0
0.023966289	0.34237556	0	0.119831446	0.513826705
0	0.408184319	0	0.179848693	0.411966988
0	0	0	0.781818182	0.218181818
0	1	0	0	0
0	0.878833585	0	0.016256075	0.10491034
0.034500126	0.624024175	0.159405691	0.035507429	0.146562579
0.084834559	0.228492647	0.020496324	0.228400735	0.437775735
